Brand Name,Year,Car_variant,Selling Price,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Location
Maruti Baleno,2016,DELTA DDIS 190 ,531199,55639,Diesel,Manual,1st Owner,Noida
Maruti Swift Dzire,2014,ZDI ,439299,76915,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2017,VDI OPT ,664499,67111,Diesel,Manual,2nd Owner,Noida
Maruti Swift,2015,VDI ABS ,432299,86812,Diesel,Manual,1st Owner,Noida
Hyundai Grand i10,2015,SPORTZ 1.1 CRDI ,388299,73886,Diesel,Manual,1st Owner,Noida
Hyundai i20,2014,SPORTZ 1.4 CRDI ,363999,72830,Diesel,Manual,1st Owner,Noida
Maruti Swift,2015,VDI ABS ,384599,92528,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,VDI ,342699,74253,Diesel,Manual,1st Owner,Noida
Maruti Swift,2015,VDI ABS ,440499,83576,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2015,1.5TITANIUM TDCI ,460399,85734,Diesel,Manual,2nd Owner,Noida
Maruti Swift,2014,VDI ,373699,45784,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,ZDI ,393499,92143,Diesel,Manual,1st Owner,Noida
Toyota Innova,2014,2.5 VX 8 STR BS IV ,965999,136746,Diesel,Manual,1st Owner,Noida
Ford Figo Aspire,2015,1.5 AMBIENTE DIESEL ,378899,95302,Diesel,Manual,1st Owner,Noida
Toyota Innova,2014,2.5 VX 8 STR BS IV ,989999,70007,Diesel,Manual,1st Owner,Noida
Maruti Wagon R 1.0,2015,VXI AMT ,401599,35137,Petrol,Automatic,1st Owner,Noida
Hyundai Elite i20,2019,1.2 MAGNA PLUS VTVT ,617899,22638,Petrol,Manual,2nd Owner,Noida
MG HECTOR,2020,SHARP DCT PETROL ,1683899,8868,Petrol,Automatic,1st Owner,Noida
Honda Brio,2014,1.2 VX AT I VTEC ,441099,18551,Petrol,Automatic,1st Owner,Noida
Renault Kwid,2017,RXT 1.0 EASY-R AT OPTION ,389999,14580,Petrol,Automatic,1st Owner,Noida
Mahindra XUV 3OO,2020,1.2 W6 MT,860699,21573,Petrol,,1st Owner,Noida
Renault Kwid,2018,RXL ,318799,20830,Petrol,Manual,2nd Owner,Noida
Hyundai Eon,2015,MAGNA PLUS ,256399,124854,Petrol,Manual,1st Owner,Noida
Maruti Celerio,2017,VXI ,377599,54948,Petrol,Manual,2nd Owner,Noida
Maruti Swift,2014,VXI ,403799,29335,Petrol,Manual,2nd Owner,Noida
Ford Ecosport,2015,1.5 TITANIUM TI VCT AT ,602399,58717,Petrol,Automatic,1st Owner,Noida
Maruti Swift,2013,LXI ,354699,49055,Petrol,Manual,1st Owner,Noida
Mahindra XUV500,2017,W8 FWD ,982599,83356,Diesel,Manual,2nd Owner,Noida
Maruti Swift,2014,VXI ,379399,108001,Petrol,Manual,1st Owner,Noida
Hyundai NEW SANTRO,2020,SPORTZ 1.1 ,490699,17034,Petrol,Manual,1st Owner,Noida
Maruti Baleno,2016,DELTA 1.2 K12 ,493299,57510,Petrol,Manual,1st Owner,Noida
Maruti Dzire,2017,VXI ,641899,23319,Petrol,Manual,1st Owner,Noida
Mahindra XUV500,2014,W6 4X2 ,497299,167105,Diesel,Manual,1st Owner,Noida
Renault Kwid,2018,RXT ,347099,39207,Petrol,Manual,1st Owner,Noida
Maruti Alto K10,2018,VXI ,338999,43335,Petrol,Manual,1st Owner,Noida
Maruti Swift,2014,VXI ,410699,75514,Petrol,Manual,1st Owner,Noida
Maruti Ciaz,2017,VDI+ SHVS ,630799,72728,Diesel,Manual,1st Owner,Noida
Maruti Ertiga,2013,VDI ABS ,465899,161023,Diesel,Manual,1st Owner,Noida
Hyundai Verna,2013,FLUIDIC 1.6 CRDI SX OPT ,435199,60651,Diesel,Manual,1st Owner,Noida
Maruti Swift,2013,VDI ,340099,30338,Diesel,Manual,1st Owner,Noida
Honda City,2014,E MT DIESEL ,396099,137612,Diesel,Manual,2nd Owner,Noida
Maruti Swift Dzire,2016,VDI ABS ,501899,79688,Diesel,Manual,2nd Owner,Noida
Hyundai Elite i20,2015,ASTA 1.4 CRDI ,459599,72470,Diesel,Manual,1st Owner,Noida
Maruti Swift Dzire,2014,ZDI ,470199,25744,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,VDI ,343199,59025,Diesel,Manual,1st Owner,Noida
MG HECTOR PLUS,2021,SHARP HYBRID PETROL ,1819949,2775,Petrol,Manual,1st Owner,Noida
MG HECTOR,2019,SHARP DCT PETROL ,1794899,8717,Petrol,Automatic,1st Owner,Noida
Renault Kwid,2018,RXL ,322499,22505,Petrol,Manual,2nd Owner,Noida
Honda City,2020,VX MT PETROL ,1297699,7212,Petrol,Manual,1st Owner,Noida
Maruti Ciaz,2021,ALPHA 1.5 MT VTVT SHVS ,1133599,4536,Petrol,Manual,1st Owner,Noida
Maruti Ciaz,2021,ALPHA 1.5 MT VTVT SHVS ,1151399,9370,Petrol,Manual,1st Owner,Noida
KIA SELTOS,2020,HTX AT PETROL ,1375849,21784,Petrol,Automatic,2nd Owner,Noida
Hyundai GRAND I10 NIOS,2021,ERA PETROL ,541699,42369,Petrol,Manual,1st Owner,Noida
Mahindra XUV500,2021,W9 AT ,1850764,20483,Diesel,Automatic,1st Owner,Noida
Tata ALTROZ,2020,XZ 1.2 ,822499,7439,Petrol,Manual,1st Owner,Noida
Hyundai Elite i20,2015,ASTA 1.2 ,569499,45293,Petrol,Manual,1st Owner,Noida
Maruti Celerio,2019,VXI ,511899,33636,Petrol + CNG,Manual,1st Owner,Noida
Honda Jazz,2020,1.2 ZX MT ,931099,10343,Petrol,Manual,1st Owner,Noida
Maruti Baleno,2019,DELTA 1.2 K12 ,682699,24589,Petrol,Manual,1st Owner,Noida
Honda City,2020,ZX CVT ,1280299,12934,Petrol,Automatic,1st Owner,Noida
Maruti Vitara Brezza,2020,ZDI + AMT ,1065499,18191,Diesel,Automatic,1st Owner,Noida
Maruti Baleno,2016,ZETA 1.2 K12 ,551799,18853,Petrol,Manual,2nd Owner,Noida
Maruti Alto,2021,VXI PLUS ,429299,15237,Petrol,Manual,1st Owner,Noida
Maruti Alto,2020,LXI ,352699,25435,Petrol,Manual,1st Owner,Noida
Maruti Swift,2017,ZDI ,583399,50835,Diesel,Manual,2nd Owner,Noida
Maruti Swift,2015,VXI ,414799,61123,Petrol,Manual,2nd Owner,Noida
Honda City,2020,VX CVT PETROL ,1277299,11365,Petrol,Automatic,1st Owner,Noida
Ford Ecosport,2018,1.5TITANIUM TDCI ,809499,35879,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2019,VDI ,808499,37721,Diesel,Manual,1st Owner,Noida
Maruti Swift,2017,VDI ABS ,535099,46220,Diesel,Manual,1st Owner,Noida
Honda City,2020,VX CVT PETROL ,1249299,29009,Petrol,Automatic,1st Owner,Noida
Maruti S PRESSO,2020,VXI PLUS ,427699,26182,Petrol,Manual,1st Owner,Noida
Audi Q3,2014,2.0 TDI MT S EDITION ,1147899,68298,Diesel,Manual,1st Owner,Noida
Renault Duster,2018,RXS 85 PS ,658299,90345,Diesel,Manual,1st Owner,Noida
Hyundai Creta,2015,1.6 SX (O) CRDI ,845999,53468,Diesel,Manual,1st Owner,Noida
Hyundai Creta,2018,1.6 CRDI SX PLUS AUTO ,1072199,79409,Diesel,Automatic,2nd Owner,Noida
Maruti Baleno,2017,ZETA 1.2 K12 AMT ,639599,53293,Petrol,Automatic,1st Owner,Noida
Ford Ecosport,2019,1.5TITANIUM TDCI ,845999,53689,Diesel,Manual,1st Owner,Noida
Maruti Ertiga,2015,ZDI ,625899,53904,Diesel,Manual,1st Owner,Noida
Audi A3,2014,35TDI PREMIUM ,1337399,91557,Diesel,Automatic,2nd Owner,Noida
Maruti Baleno,2020,ZETA 1.2 K12 AMT ,743199,39743,Petrol,Automatic,1st Owner,Noida
Ford Ecosport,2021,1.5TITANIUM TDCI ,1023599,17336,Diesel,Manual,2nd Owner,Noida
Ford Ecosport,2018,1.5TITANIUM TDCI ,801399,74039,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2019,VDI ,786499,20960,Diesel,Manual,1st Owner,Noida
Ford FREESTYLE,2018,TREND 1.2 TI-VCT ,466899,33968,Petrol,Manual,2nd Owner,Noida
Maruti Vitara Brezza,2016,VDI OPT ,644055,62859,Diesel,Manual,1st Owner,Noida
Hyundai Elite i20,2015,SPORTZ (O) 1.4 ,489199,66021,Diesel,Manual,4th Owner,Noida
Toyota Fortuner,2013,3.0 MT 4X2 ,1168899,77604,Diesel,Manual,1st Owner,Noida
Hyundai Grand i10,2013,SPORTZ 1.1 CRDI ,339399,52803,Diesel,Manual,2nd Owner,Noida
Maruti Swift,2015,LDI BS IV ,390899,46790,Diesel,Manual,1st Owner,Noida
Maruti Ritz,2014,VDI ,352799,80189,Diesel,Manual,1st Owner,Noida
Maruti S Cross,2017,ALPHA SHVS ,777099,96675,Diesel,Manual,2nd Owner,Noida
Maruti Swift,2013,VDI ,329499,45699,Diesel,Manual,1st Owner,Noida
Maruti Swift,2013,ZDI ,366399,83615,Diesel,Manual,2nd Owner,Noida
Ford Ecosport,2015,1.5TITANIUM TDCI ,506599,73782,Diesel,Manual,1st Owner,Noida
Hyundai i20,2010,MAGNA O 1.2 ,270399,42422,Petrol,Manual,2nd Owner,Noida
Renault Kwid,2017,1.0 RXL ,300299,12400,Petrol,Manual,2nd Owner,Noida
Maruti XL6,2019,ALPHA SHVS MT ,1043499,23604,Petrol,Manual,1st Owner,Noida
Maruti Swift Dzire,2014,VXI 1.2 BS IV ,417299,33484,Petrol,Manual,2nd Owner,Noida
Maruti Alto 800,2018,LXI ,305699,29557,Petrol,Manual,1st Owner,Noida
Hyundai Grand i10,2017,MAGNA 1.2 VTVT ,447599,49130,Petrol,Manual,1st Owner,Noida
Maruti Vitara Brezza,2018,ZDI ,811079,24379,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,LDI BS IV ,337099,47537,Diesel,Manual,1st Owner,Noida
Toyota Innova,2014,2.5 VX 7 STR BS IV ,747299,111191,Diesel,Manual,1st Owner,Noida
Jeep Compass,2017,2.0 LIMITED ,1185099,76959,Diesel,Manual,1st Owner,Noida
Jeep Compass,2019,1.4 LONGITUDE (O) AT ,2012799,23128,Petrol,Automatic,1st Owner,Noida
Renault Kiger,2021,RXZ 1.0 Easy R Petrol,856699,2747,Petrol,,1st Owner,Noida
Toyota Innova Crysta,2017,2.7 ZX AT 7 STR ,1361999,84205,Petrol,Automatic,1st Owner,Noida
Honda City,2010,S MT PETROL ,414399,34566,Petrol,Manual,1st Owner,Noida
Hyundai Grand i10,2017,SPORTZ (O) 1.2 AT VTVT ,605799,12855,Petrol,Automatic,1st Owner,Noida
Hyundai i10,2014,MAGNA 1.1 IRDE2 ,344599,41044,Petrol,Manual,2nd Owner,Noida
MG HECTOR,2019,SHARP DCT PETROL ,1756699,12267,Petrol,Automatic,1st Owner,Noida
Maruti Wagon R 1.0,2010,LXI ,244099,48915,Petrol,Manual,2nd Owner,Noida
Maruti Vitara Brezza,2021,VXI ,910199,5287,Petrol,Manual,1st Owner,Noida
Hyundai GRAND I10 NIOS,2020,SPORTZ PETROL ,650099,12327,Petrol,Manual,1st Owner,Noida
Hyundai NEW I20,2020,MAGNA 1.2 MT,673099,24795,Petrol,,1st Owner,Noida
Maruti Swift Dzire,2013,VXI 1.2 BS IV ,383799,59030,Petrol,Manual,1st Owner,Noida
Tata Tiago,2016,XT 1.2 REVOTRON ,391399,28153,Petrol,Manual,1st Owner,Noida
Toyota Innova,2014,2.5 VX 8 STR BS IV ,964299,82295,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2019,1.5 TREND TI VCT ,765899,43463,Petrol,Manual,1st Owner,Noida
Honda City,2019,V MT PETROL ,907299,41091,Petrol,Manual,1st Owner,Noida
MG HECTOR,2019,SHARP DCT PETROL ,1661699,38644,Petrol,Automatic,1st Owner,Noida
Honda Amaze,2016,1.2 SX MT I VTEC ,505599,47490,Petrol,Manual,1st Owner,Noida
Hyundai Creta,2017,1.4 E PLUS CRDI ,813199,78203,Diesel,Manual,1st Owner,Noida
Honda Jazz,2019,VX EXCLUSIVE CVT ,845099,12740,Petrol,Automatic,1st Owner,Noida
Hyundai Creta,2015,1.6 S ,862599,40661,Petrol,Manual,1st Owner,Noida
Hyundai Creta,2018,1.4 E PLUS CRDI ,901199,31760,Diesel,Manual,1st Owner,Noida
Datsun Redi Go,2022,T (O) ,473999,2848,Petrol,Manual,1st Owner,Noida
Maruti Baleno,2019,DELTA 1.2 K12 ,655799,25920,Petrol,Manual,1st Owner,Noida
Ford Ecosport,2014,1.5 TITANIUMTDCI OPT ,408299,156356,Diesel,Manual,1st Owner,Noida
Hyundai Grand i10,2016,MAGNA 1.2 VTVT ,423299,44857,Petrol,Manual,2nd Owner,Noida
Maruti Baleno,2018,DELTA 1.2 K12 ,595299,23612,Petrol,Manual,1st Owner,Noida
Hyundai Creta,2019,1.4 S CRDI ,1080899,40333,Diesel,Manual,1st Owner,Noida
Hyundai Creta,2015,1.6 SX PLUS PETROL ,863399,69186,Petrol,Manual,1st Owner,Noida
Maruti XL6,2019,ALPHA SHVS MT ,1077199,17630,Petrol,Manual,1st Owner,Noida
Hyundai Creta,2015,1.6 S ,831899,71301,Petrol,Manual,1st Owner,Noida
Maruti IGNIS,2018,DELTA 1.2 K12 AMT ,567899,17025,Petrol,Automatic,1st Owner,Noida
Honda Jazz,2018,1.2 S MT ,579499,50246,Petrol,Manual,2nd Owner,Noida
Honda WR-V,2017,1.2 i-VTEC VX MT ,796124,18715,Petrol,Manual,1st Owner,Noida
Hyundai Grand i10,2017,ASTA 1.2 KAPPA VTVT ,499999,25018,Petrol,Manual,2nd Owner,Noida
Honda WR-V,2018,1.2 i-VTEC S MT ,695899,17884,Petrol,Manual,2nd Owner,Noida
Ford Ecosport,2016,1.5 TITANIUM TI VCT AT ,627299,51657,Petrol,Automatic,2nd Owner,Noida
Maruti Swift,2017,LXI OPT ,429299,61775,Petrol,Manual,1st Owner,Noida
Maruti Wagon R 1.0,2015,VXI AMT ,368399,62610,Petrol,Automatic,1st Owner,Noida
Hyundai Elite i20,2019,1.2 SPORTS PLUS VTVT ,702299,45805,Petrol,Manual,1st Owner,Noida
Toyota Etios,2014,CROSS VD ,475199,83786,Diesel,Manual,2nd Owner,Noida
Maruti Baleno,2019,DELTA 1.2 K12 ,682099,28999,Petrol,Manual,1st Owner,Noida
Maruti Baleno,2018,DELTA 1.2 K12 ,627399,21569,Petrol,Manual,1st Owner,Noida
Maruti Celerio,2019,ZXI OPT ,512399,43352,Petrol,Manual,1st Owner,Noida
Maruti New Wagon-R,2020,LXI CNG 1.0 L ,584459,38103,Petrol + CNG,Manual,1st Owner,Noida
Hyundai Creta,2018,1.6 SX CRDI ,1083799,39473,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2019,1.5TITANIUM TDCI ,827999,51505,Diesel,Manual,2nd Owner,Noida
Maruti Ciaz,2017,DELTA 1.3 DDIS SHVS ,663299,55420,Diesel,Manual,1st Owner,Noida
Hyundai Creta,2015,1.6 S ,767299,84649,Petrol,Manual,2nd Owner,Noida
BMW X1,2016,SDRIVE 20D ,1619599,30382,Diesel,Automatic,2nd Owner,Noida
Maruti Alto K10,2019,VXI ,414699,12404,Petrol,Manual,1st Owner,Noida
Mahindra XUV500,2013,W8 FWD ,549199,72062,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2018,1.5TITANIUM TDCI ,826299,33029,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2019,VDI ,788499,24501,Diesel,Manual,2nd Owner,Noida
Maruti Baleno,2019,ZETA 1.2 K12 ,699199,33972,Petrol,Manual,1st Owner,Noida
Maruti Vitara Brezza,2018,ZDI + AMT ,883499,55470,Diesel,Automatic,1st Owner,Noida
Maruti Alto,2021,LXI OPT ,417199,5116,Petrol,Manual,1st Owner,Noida
Ford Ecosport,2015,1.5TITANIUM TDCI ,522599,41648,Diesel,Manual,1st Owner,Noida
Mahindra Thar,2021,LX D 4*4 MT HT ,1673799,9439,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2016,1.5 TITANIUM TI VCT ,697099,16228,Petrol,Manual,1st Owner,Noida
Maruti Vitara Brezza,2016,ZDI ,715799,26769,Diesel,Manual,1st Owner,Noida
Hyundai Creta,2017,1.4 S CRDI ,783399,85928,Diesel,Manual,1st Owner,Noida
Audi Q3,2016,35TDI PREMIUM ,1823199,86395,Diesel,Automatic,1st Owner,Noida
Maruti Vitara Brezza,2018,VDI ,739599,21269,Diesel,Manual,1st Owner,Noida
Maruti Dzire,2017,VXI ,544999,97042,Petrol,Manual,1st Owner,Noida
Hyundai VENUE,2019,S MT Turbo GDI 1.0L ,824499,31472,Petrol,Manual,1st Owner,Noida
Maruti Ritz,2014,VDI ,298299,54894,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2018,1.5TITANIUM TDCI ,780499,55573,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2019,1.5TITANIUM TDCI ,867999,42698,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2017,ZDI PLUS DUAL TONE ,833529,37831,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2016,VDI ,697799,27613,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2018,1.5TITANIUM TDCI ,755099,35898,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2017,ZDI ,705899,61639,Diesel,Manual,1st Owner,Noida
Renault Duster,2014,85 PS RXE ,383499,159312,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2018,1.5 TITANIUM TI VCT ,725599,22775,Petrol,Manual,2nd Owner,Noida
Audi Q3,2015,35 TDI Quattro ,1550799,51987,Diesel,Automatic,1st Owner,Noida
Hyundai Elite i20,2015,ASTA 1.4 CRDI ,465099,141436,Diesel,Manual,3rd Owner,Noida
Ford Ecosport,2018,1.5TITANIUM TDCI ,824199,38694,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2018,1.5 TDCI TITANIUM PLUS ,819299,53046,Diesel,Manual,1st Owner,Noida
Hyundai Creta,2016,1.6 SX CRDI ,792799,85153,Diesel,Manual,1st Owner,Noida
Maruti Swift,2017,VDI ABS ,562899,47065,Diesel,Manual,1st Owner,Noida
Maruti Alto 800,2018,LXI ,326899,22657,Petrol,Manual,1st Owner,Noida
Maruti S PRESSO,2020,VXI ,437199,15523,Petrol,Manual,1st Owner,Noida
Mahindra Scorpio,2016,S10 ,1022099,87758,Diesel,Manual,2nd Owner,Noida
Audi Q3,2015,35 TDI Quattro ,1463399,69463,Diesel,Automatic,3rd Owner,Noida
Maruti Ciaz,2017,VDI+ SHVS ,634599,83108,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2016,ZDI PLUS ,686299,63355,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2016,ZDI ,685699,44409,Diesel,Manual,1st Owner,Noida
Mercedes Benz E Class,2013,E 220 CDI ELEGANCE ,1224799,53334,Diesel,Automatic,1st Owner,Noida
Maruti Swift,2017,VDI ABS ,546999,52678,Diesel,Manual,1st Owner,Noida
Maruti Ciaz,2016,VDI+ SHVS ,548699,88082,Diesel,Manual,1st Owner,Noida
Maruti Swift,2016,VDI ABS ,405399,106422,Diesel,Manual,1st Owner,Noida
Maruti Ritz,2015,VDI ,359399,60367,Diesel,Manual,1st Owner,Noida
Hyundai Elite i20,2015,SPORTZ 1.4 ,491599,45710,Diesel,Manual,1st Owner,Noida
Mahindra XUV500,2015,W4 ,624799,64575,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2014,1.5 TREND TDCI ,446399,38501,Diesel,Manual,1st Owner,Noida
Maruti Swift,2015,LDI BS IV ,389999,49562,Diesel,Manual,1st Owner,Noida
Maruti S PRESSO,2020,VXI ,445499,6879,Petrol,Manual,1st Owner,Noida
Maruti Vitara Brezza,2016,VDI ,606999,71077,Diesel,Manual,1st Owner,Noida
Maruti Swift,2013,VDI ,305099,112415,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2017,VDI OPT ,610299,84028,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2016,VDI ,641899,57235,Diesel,Manual,1st Owner,Noida
Maruti Ritz,2015,VDI ,373199,77213,Diesel,Manual,1st Owner,Noida
Hyundai Elite i20,2017,1.4 CRDI ASTA (O) ,642299,87049,Diesel,Manual,1st Owner,Noida
Maruti Swift,2015,VDI ,440299,30766,Diesel,Manual,1st Owner,Noida
Toyota Innova,2014,2.5 VX 7 STR BS IV ,698699,238600,Diesel,Manual,1st Owner,Noida
Maruti Ciaz,2015,VDI (O) SHVS HYBIRD ,487199,122636,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2016,ZDI ,649099,54880,Diesel,Manual,1st Owner,Noida
Hyundai Creta,2017,1.4 E PLUS CRDI ,833899,95076,Diesel,Manual,1st Owner,Noida
Maruti Swift Dzire,2015,VDI ABS ,448899,51483,Diesel,Manual,1st Owner,Noida
Maruti S Cross,2018,ALPHA SHVS ,883899,40129,Diesel,Manual,1st Owner,Noida
Maruti Swift,2015,VDI ,396899,64492,Diesel,Manual,1st Owner,Noida
Maruti Alto,2020,LXI ,381899,8513,Petrol,Manual,1st Owner,Noida
Maruti Vitara Brezza,2017,ZDI PLUS ,738099,82799,Diesel,Manual,1st Owner,Noida
Maruti Swift,2015,VDI ABS ,432499,69864,Diesel,Manual,1st Owner,Noida
Maruti Swift,2015,VDI ABS ,439099,56690,Diesel,Manual,1st Owner,Noida
Maruti Swift,2017,VDI ABS ,488699,97705,Diesel,Manual,1st Owner,Noida
Maruti Swift,2013,VDI ,338999,77325,Diesel,Manual,2nd Owner,Noida
Maruti Swift,2015,VDI ABS ,457399,28321,Diesel,Manual,1st Owner,Noida
Maruti Swift,2015,VDI ABS ,412922,57070,Diesel,Manual,1st Owner,Noida
Maruti Swift,2015,VDI ABS ,418499,47397,Diesel,Manual,1st Owner,Noida
Maruti Swift,2017,VDI ,468799,97684,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2017,VDI OPT ,661999,66066,Diesel,Manual,1st Owner,Noida
Maruti S Cross,2015,SIGMA 1.3 ,503599,83563,Diesel,Manual,1st Owner,Noida
Hyundai Grand i10,2015,SPORTZ 1.1 CRDI ,362699,86870,Diesel,Manual,2nd Owner,Noida
Maruti Swift,2015,VDI ABS ,436099,65741,Diesel,Manual,1st Owner,Noida
Maruti Swift,2013,VDI ,335699,47583,Diesel,Manual,1st Owner,Noida
Maruti Swift,2015,VDI ABS ,395699,112079,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2013,1.5TITANIUM TDCI ,396999,85513,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,VDI ,365399,55011,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,VDI ,354499,112541,Diesel,Manual,1st Owner,Noida
Maruti Swift,2013,VDI ,329799,67242,Diesel,Manual,1st Owner,Noida
Maruti Swift,2015,VDI ABS ,397399,107170,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,VDI ,390799,39381,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2016,VDI OPT ,598899,98660,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,VDI ABS ,392299,72498,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,VDI ,350799,69784,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,VDI ,380399,33489,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,VDI ABS ,366999,35977,Diesel,Manual,1st Owner,Noida
Maruti Swift,2013,VDI ,322399,46222,Diesel,Manual,1st Owner,Noida
Maruti Swift,2013,VDI ,339699,76942,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,VDI ,351899,71940,Diesel,Manual,1st Owner,Noida
Maruti Swift,2014,VDI ,330599,82438,Diesel,Manual,2nd Owner,Noida
Maruti Swift,2015,VDI ABS ,405799,61862,Diesel,Manual,2nd Owner,Noida
Maruti Swift,2015,VDI ABS ,409199,104680,Diesel,Manual,1st Owner,Noida
Maruti Swift,2013,VDI ,330599,64844,Diesel,Manual,1st Owner,Noida
Maruti Swift,2013,ZDI ,365499,77659,Diesel,Manual,1st Owner,Noida
Ford Ecosport,2014,1.5TITANIUM TDCI ,448399,50969,Diesel,Manual,2nd Owner,Noida
Maruti Swift,2014,ZDI ,408499,73330,Diesel,Manual,1st Owner,Noida
Toyota Innova,2014,2.5 VX 8 STR BS IV ,947799,84262,Diesel,Manual,1st Owner,Noida
Maruti Wagon R 1.0,2010,LXI ,260799,41971,Petrol,Manual,1st Owner,Noida
Maruti Wagon R 1.0,2011,VXI ,266099,54723,Petrol,Manual,1st Owner,Noida
Jeep Compass,2018,2.0 LONGITUDE ,1270999,71745,Diesel,Manual,1st Owner,Noida
Honda City,2018,V AT ,926599,32309,Petrol,Automatic,1st Owner,Noida
Hyundai VENUE,2021,1.5 SX CRDI MT ,1213499,2213,Diesel,Manual,1st Owner,Noida
Mahindra XUV500,2016,W4 ,693499,79779,Diesel,Manual,2nd Owner,Noida
Maruti Wagon R 1.0,2015,LXI ,343599,58630,Petrol,Manual,1st Owner,Noida
Maruti Swift,2011,LXI ,314199,23874,Petrol,Manual,1st Owner,Noida
Renault Kwid,2018,RXT ,391599,15478,Petrol,Manual,1st Owner,Noida
Honda Amaze,2018,1.2 SAT I VTEC ,720399,17205,Petrol,Automatic,1st Owner,Noida
Renault Kwid,2021,1.0 RXT Opt AT ,534699,5233,Petrol,Automatic,1st Owner,Noida
Ford Ecosport,2015,1.5 TITANIUM TI VCT AT ,620799,68344,Petrol,Automatic,1st Owner,Noida
Maruti Swift,2012,VDI ,283099,130194,Diesel,Manual,1st Owner,Noida
Maruti Celerio,2018,VXI ,488499,12225,Petrol,Manual,1st Owner,Noida
Hyundai Creta,2019,1.4 S CRDI ,976499,71000,Diesel,Manual,1st Owner,Noida
Maruti Baleno,2016,DELTA 1.2 K12 AT ,541199,25949,Petrol,Automatic,2nd Owner,Noida
Hyundai i20,2013,ERA 1.4 CRDI ,306299,29974,Diesel,Manual,1st Owner,Noida
Maruti Wagon R 1.0,2015,LXI ,334299,49537,Petrol,Manual,2nd Owner,Noida
Maruti Ritz,2013,VDI ,230399,56117,Diesel,Manual,1st Owner,Noida
Tata Tiago,2021,XTA 1.2 PETROL ,684299,12299,Petrol,Automatic,1st Owner,Noida
Maruti Baleno,2019,SIGMA 1.2 K12 ,558999,24693,Petrol,Manual,2nd Owner,Noida
Toyota Etios Liva,2013,D 4D GD ,280699,111761,Diesel,Manual,1st Owner,Noida
Renault Kwid,2017,RXT ,366199,24964,Petrol,Manual,1st Owner,Noida
Honda Amaze,2014,1.2 EXMT I VTEC ,406199,85083,Petrol,Manual,1st Owner,Noida
Hyundai Verna,2017,1.6 CRDI SX + AT ,1024699,49358,Diesel,Automatic,1st Owner,Noida
Renault Kwid,2017,RXT ,353499,32153,Petrol,Manual,1st Owner,Noida
Hyundai Elite i20,2015,MAGNA 1.2 ,475399,66477,Petrol,Manual,1st Owner,Noida
Mahindra Scorpio,2017,S4+Intelli Hybrid 2WD ,907899,45022,Diesel,Manual,2nd Owner,Noida
Mahindra XUV500,2017,W8 FWD ,1143899,27478,Diesel,Manual,1st Owner,Noida
Maruti Vitara Brezza,2019,ZDI ,875299,30704,Diesel,Manual,1st Owner,Noida
Hyundai Grand i10,2016,MAGNA 1.2 VTVT ,420799,80447,Petrol,Manual,1st Owner,Noida
Maruti Swift,2013,VDI ,283099,167631,Diesel,Manual,1st Owner,Noida
